Node1,Node2
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,102
0,103
0,104
0,105
0,106
0,107
0,110
0,111
0,112
0,113
0,114
0,116
0,119
0,120
0,121
0,122
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,2101
0,2374
3,163
3,111
4,714
5,714
7,223
8,164
17,760
19,2101
42,2101
42,161
45,2101
45,161
48,2101
52,164
52,261
52,1309
52,84
52,112
52,1315
52,1319
52,1030
52,956
54,854
56,95
60,160
66,315
69,164
69,71
71,95
71,96
71,120
71,164
79,760
79,1120
81,164
86,107
95,1732
95,1547
95,106
96,164
96,1663
99,1857
99,114
99,1814
104,760
114,1857
120,148
148,161
151,1959
160,2101
161,1770
164,244
164,245
164,246
164,248
164,249
164,250
164,251
164,216
164,253
164,254
164,256
164,257
164,258
164,259
164,260
164,261
164,262
164,263
164,264
164,212
166,2101
169,1493
170,171
170,174
170,177
170,178
170,179
170,180
170,182
170,183
170,184
170,185
170,186
170,188
170,189
170,191
170,192
170,193
170,194
170,195
170,197
170,198
170,199
170,200
170,201
170,202
170,203
170,204
170,205
170,206
170,209
170,210
170,211
170,212
171,261
174,223
175,261
176,261
177,261
179,261
183,223
184,854
184,261
184,223
185,225
185,211
185,854
185,261
186,936
186,1797
189,854
189,261
190,223
191,261
192,854
193,261
193,197
193,206
194,205
195,213
195,261
196,261
197,213
197,943
198,213
198,261
198,223
199,213
200,865
200,261
200,872
200,1237
201,261
202,261
203,854
203,260
203,261
203,223
205,854
205,945
205,223
206,261
206,249
206,1668
209,272
209,261
211,261
211,1389
212,854
213,216
213,219
213,220
213,223
215,223
215,1835
219,936
219,261
220,272
220,854
220,261
220,223
223,854
223,260
223,261
223,958
223,982
223,397
223,226
223,415
223,740
223,984
223,227
223,947
223,860
223,262
223,978
223,427
223,985
223,986
223,987
223,376
225,261
226,261
227,978
230,854
232,346
244,261
244,1233
244,361
244,685
244,781
244,1237
246,261
247,261
250,377
250,261
255,261
256,818
256,261
259,261
260,854
260,261
261,854
261,958
261,932
261,937
261,933
261,951
261,959
261,960
261,961
261,389
261,855
261,964
261,965
261,966
261,967
261,968
261,856
261,969
261,934
261,971
261,972
261,938
261,973
261,974
261,975
261,976
261,977
261,744
261,947
261,936
261,860
261,861
261,262
261,978
261,979
261,980
261,862
261,981
261,943
267,272
268,377
268,818
269,818
272,273
272,275
272,277
272,278
272,280
272,285
272,287
272,288
272,292
272,293
272,294
272,296
272,297
272,299
272,304
272,306
272,1382
272,433
275,714
275,818
284,377
284,1493
286,1089
286,1130
287,818
288,1599
294,377
297,1493
298,377
299,714
326,854
345,551
345,881
345,1302
346,347
346,348
346,349
346,350
346,354
346,355
346,356
346,357
346,358
346,359
346,360
346,361
346,362
346,367
346,368
346,370
346,371
346,372
346,373
346,374
346,375
346,376
346,854
346,946
350,1218
350,1654
350,1563
356,1084
361,797
361,1120
368,528
369,760
370,1120
371,528
374,1120
377,378
377,380
377,382
377,384
377,385
377,386
377,387
377,389
377,392
377,394
377,395
377,398
377,400
377,402
377,403
377,404
377,406
377,407
377,408
377,414
377,415
377,417
377,418
377,419
377,420
377,425
377,428
377,429
377,430
377,433
377,434
377,436
377,437
377,438
377,439
377,441
377,443
377,444
377,445
378,854
389,854
395,714
395,854
397,854
398,714
400,714
402,599
408,714
411,714
415,854
417,1493
418,714
420,599
425,714
427,854
430,818
433,1623
434,854
435,714
435,1493
438,714
440,714
440,1493
443,714
446,451
449,1312
457,760
467,840
470,818
474,818
474,1563
505,510
508,818
510,659
512,779
512,790
512,794
513,528
518,1194
519,1130
528,531
528,533
528,544
528,545
528,546
528,547
528,548
528,549
528,1802
533,676
533,1120
544,676
544,1120
544,1251
545,1120
549,1802
551,555
551,565
555,776
557,880
567,1131
567,1284
572,818
580,599
583,599
599,601
599,602
599,605
599,606
599,613
599,1136
613,1493
631,818
641,1240
659,1835
664,818
665,1835
673,690
673,760
676,683
676,686
676,688
688,776
688,1130
690,701
690,1130
700,1223
708,818
714,715
714,716
714,720
714,723
714,724
714,725
714,726
714,728
714,729
714,730
714,731
714,732
714,734
714,736
714,737
714,738
714,739
714,740
714,741
714,742
714,743
714,744
714,745
714,746
714,747
714,748
714,749
714,750
714,751
714,752
714,753
714,754
714,755
714,756
714,758
714,759
714,860
714,1688
714,1698
714,1692
738,760
740,1529
745,840
745,1684
751,1493
752,1599
759,797
760,761
760,764
760,768
760,770
760,771
760,772
760,773
760,774
760,775
760,776
760,778
760,779
760,780
760,781
760,1194
760,1197
760,1824
765,1194
771,776
771,1194
774,818
775,1194
776,1194
776,1199
778,1194
778,1959
796,1199
797,800
797,802
800,936
803,1120
811,818
816,818
818,819
818,820
818,824
818,825
818,826
818,827
818,828
818,829
818,831
818,834
818,835
818,839
818,1071
818,1320
831,854
840,845
854,856
854,857
854,858
854,860
854,861
860,946
860,1493
864,875
865,872
872,1218
872,1237
875,880
875,884
875,1202
875,1302
880,1277
880,881
881,1302
884,1389
902,1819
903,1599
934,946
938,943
946,1130
950,956
995,1120
1071,1434
1084,1564
1118,1119
1120,1121
1120,1130
1120,1131
1130,1563
1130,1535
1130,1564
1130,1131
1131,1590
1131,1654
1194,1197
1194,1202
1194,1206
1202,1206
1202,1209
1204,1302
1206,1302
1206,1273
1206,1389
1237,1239
1237,1240
1240,1525
1240,1509
1280,1284
1298,1302
1302,1303
1302,1305
1302,1306
1328,1599
1352,2101
1467,1471
1493,1497
1493,1501
1545,1835
1599,1608
1599,1609
1599,1612
2044,2101
