Node1,Node2
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,118
0,119
0,120
0,121
0,122
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,138
0,140
0,141
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,2101
0,2374
3,163
4,714
5,714
7,223
8,164
11,161
14,2101
14,56
17,760
45,1351
45,2101
48,161
50,2101
52,164
52,261
52,1317
52,1319
52,956
54,854
56,95
56,155
60,151
60,160
66,315
69,164
69,71
71,95
71,96
71,120
71,1951
71,164
76,346
78,2101
79,760
79,1120
79,160
81,164
82,2101
86,107
87,111
95,1551
95,1547
96,164
96,1663
96,259
96,1814
104,760
110,126
111,1621
120,127
120,148
120,2137
148,161
151,1959
160,2101
161,2105
164,244
164,246
164,247
164,248
164,249
164,250
164,251
164,216
164,253
164,254
164,255
164,256
164,257
164,258
164,259
164,260
164,261
164,262
164,263
164,212
170,171
170,173
170,174
170,175
170,176
170,177
170,178
170,179
170,180
170,182
170,183
170,184
170,188
170,189
170,191
170,192
170,193
170,194
170,195
170,197
170,198
170,200
170,201
170,202
170,203
170,204
170,205
170,206
170,209
170,210
170,212
171,261
174,223
175,261
176,261
177,261
179,261
183,223
184,854
184,261
184,223
184,936
185,854
185,261
186,936
189,854
190,223
191,261
192,854
192,933
193,261
193,197
193,206
194,213
194,205
195,213
195,261
196,261
197,213
198,213
198,261
198,223
200,261
200,1237
201,261
202,261
203,854
203,261
203,223
205,854
205,945
205,212
205,223
206,261
206,249
206,936
206,978
209,272
209,261
211,261
212,854
213,216
213,220
213,223
215,223
215,1835
216,964
216,942
216,254
220,272
220,854
220,261
220,223
223,854
223,260
223,261
223,958
223,982
223,983
223,226
223,740
223,984
223,227
223,947
223,860
223,978
223,985
223,986
223,987
223,376
225,261
226,261
227,978
230,854
232,346
244,261
244,361
244,1237
246,261
247,261
249,936
249,261
250,261
255,261
256,818
256,261
259,261
259,1963
260,854
260,261
261,854
261,958
261,932
261,937
261,933
261,951
261,959
261,961
261,962
261,389
261,963
261,855
261,964
261,965
261,967
261,968
261,969
261,934
261,970
261,971
261,972
261,938
261,973
261,974
261,975
261,976
261,977
261,744
261,947
261,936
261,860
261,861
261,262
261,978
261,979
261,980
261,981
261,943
262,978
267,1599
268,377
268,818
269,818
269,2409
270,272
272,280
272,282
272,285
272,286
272,287
272,294
272,295
272,296
272,297
272,298
272,301
272,306
272,1382
272,433
275,714
275,818
282,1493
284,377
284,1493
288,1599
297,1493
298,377
299,714
326,854
342,1302
342,1206
345,551
345,881
346,348
346,349
346,350
346,351
346,352
346,353
346,354
346,356
346,357
346,359
346,361
346,362
346,363
346,366
346,367
346,368
346,369
346,370
346,371
346,372
346,373
346,374
346,376
346,854
346,946
349,1130
350,1563
356,528
356,1084
361,797
361,1120
367,377
368,528
369,760
371,528
372,528
374,1120
376,1237
377,378
377,380
377,382
377,383
377,384
377,385
377,386
377,387
377,389
377,391
377,392
377,393
377,395
377,396
377,397
377,398
377,400
377,402
377,403
377,404
377,406
377,409
377,411
377,414
377,415
377,417
377,418
377,419
377,420
377,425
377,426
377,427
377,428
377,429
377,430
377,433
377,434
377,436
377,438
377,439
377,442
377,443
377,445
386,1493
389,854
395,714
395,854
397,854
400,714
402,599
408,714
411,714
418,714
420,599
425,714
427,854
430,818
433,1233
434,854
435,714
438,714
440,714
443,714
449,1312
457,760
457,776
467,818
467,840
470,818
473,1130
474,818
474,1563
508,818
510,659
512,779
512,790
513,528
518,760
518,1194
519,1130
519,1389
528,529
528,531
528,533
528,539
528,540
528,541
528,544
528,545
528,546
528,548
528,549
528,1802
544,676
544,1120
546,1120
548,686
551,554
551,555
551,560
551,564
551,565
551,567
555,776
557,880
565,880
567,1125
567,880
567,1284
568,576
572,818
582,599
584,599
595,599
599,600
599,601
599,602
599,603
599,604
599,605
599,606
599,610
599,612
599,613
599,1136
656,659
659,660
659,665
659,1835
664,818
673,690
673,760
673,792
676,686
676,688
686,1120
688,776
690,695
690,1130
701,760
708,818
714,715
714,717
714,719
714,721
714,722
714,723
714,724
714,725
714,726
714,727
714,728
714,729
714,730
714,731
714,732
714,734
714,736
714,737
714,738
714,739
714,740
714,742
714,743
714,744
714,745
714,746
714,747
714,748
714,749
714,750
714,752
714,754
714,755
714,757
714,758
714,759
714,860
714,1688
714,1698
714,1692
738,760
740,860
740,814
745,840
751,1493
760,765
760,766
760,769
760,770
760,771
760,774
760,775
760,776
760,778
760,779
760,780
760,781
760,1194
760,1197
760,1824
765,1194
771,776
774,818
775,1194
776,1003
776,1194
776,1199
778,1959
790,875
800,854
803,1120
811,814
811,818
816,818
816,840
818,823
818,824
818,826
818,830
818,831
818,833
818,834
818,835
818,839
818,1071
818,1320
831,854
840,845
854,856
854,857
854,859
854,860
854,861
854,862
860,946
860,1493
865,872
872,1218
872,1237
874,880
875,880
875,881
875,882
875,884
875,1202
875,1302
880,881
881,1209
881,1302
903,1599
928,2409
936,939
936,978
938,943
940,943
943,1102
946,1130
950,956
985,1211
995,1120
1019,1302
1047,1792
1048,1053
1079,1206
1083,1206
1084,1564
1118,1590
1120,1125
1120,1129
1120,1130
1120,1131
1120,1135
1125,1131
1126,1131
1130,1559
1130,1560
1130,1561
1130,1563
1130,1535
1130,1564
1130,1131
1131,1590
1131,1466
1194,1197
1194,1202
1194,1206
1202,1206
1202,1209
1203,1206
1204,1302
1206,1302
1206,1273
1206,1389
1209,1302
1233,1981
1237,1239
1237,1240
1261,1302
1298,1302
1302,1303
1302,1304
1302,1306
1328,1599
1382,1608
1493,1497
1493,1501
1563,1564
1582,1609
1599,1604
1599,1607
1599,1608
1599,1609
1770,1990
2099,2101
